SPUID,EcoBoundaryName,AdminBoundaryName,TimeStep,Aboveground Very Fast DOM,Belowground Very Fast DOM,Aboveground Fast DOM,Belowground Fast DOM,Medium DOM,Aboveground Slow DOM,Belowground Slow DOM,Softwood Stem Snag,Softwood Branch Snag,Hardwood Stem Snag,Hardwood Branch Snag,Black Carbon,Peat,Softwood Merchantable,Softwood Foliage,Softwood Other,Softwood Submerchantable,Softwood Coarse Roots,Softwood Fine Roots,Hardwood Merchantable,Hardwood Foliage,Hardwood Other,Hardwood Submerchantable,Hardwood Coarse Roots,Hardwood Fine Roots
1,Boreal Shield East,Newfoundland,12,9.754855634651324,1.1775993900162365,10.031912212142267,1.730311381323444,6.8059613308762,44.25561153269181,105.61504725485734,1.8773296181950292,0.963170010405556,0.30757092781588424,0.18224187408546347,0,0,17.20179378792934,8.704906811811915,14.323314711534094,0,7.632079265701826,1.2989845894056795,2.502536045597811,0.7373819975872228,2.6939296518559943,0,2.429200316399964,0.3725851368584455
1,Boreal Shield East,Newfoundland,13,9.775117673385546,1.1825861991267606,9.997658601742279,1.723575764148515,6.768033056865438,44.251709442456985,105.65253330147821,1.9176136981575254,0.987588631016651,0.3076982007226816,0.18189820934677833,0,0,17.249143508155797,8.710459750425356,14.385003860231526,0,7.65273756822387,1.3037652767116235,2.501319510589069,0.7382190167823851,2.6954242330117135,0,2.4318688411582934,0.37380633834573096
1,Boreal Shield East,Newfoundland,14,9.782354215586288,1.1868409225665688,9.944255740458457,1.709330147218326,6.730074931765034,44.24838974469096,105.69037952947103,1.942130446211723,0.9958822831235711,0.3109793882713583,0.18241583170474054,0,0,17.306287252213274,8.72733897917896,14.46542957468998,0,7.680930231332237,1.309859918281242,2.506041696553996,0.7402557159804017,2.7006000218018422,0,2.438188414642279,0.37546686235789645
1,Boreal Shield East,Newfoundland,15,9.779331260242273,1.1908724913745896,9.892802374556748,1.6895074140846678,6.689150033301437,44.24340419077014,105.72721375143605,1.9298050315058537,0.9755914293192631,0.31475295466102304,0.18345711005705598,0,0,17.403340667253133,8.759995746250523,14.572330215208108,0,7.727072957784062,1.316245386347759,2.518456578141487,0.7436195511115441,2.7165669078672843,0,2.4496720540597923,0.376946571512484
1,Boreal Shield East,Newfoundland,16,9.784921268247917,1.1951620241849847,9.843380694455364,1.6743322622234336,6.644316198194331,44.23822479162964,105.76452373873099,1.9357785380198311,0.9741289323619003,0.3157218616795016,0.18347017506838548,0,0,17.50214588893179,8.791646119263106,14.681915195837545,0,7.773692268472931,1.3229149281103463,2.5176057703267745,0.7445931716324328,2.719942278523137,0,2.456108738244714,0.3781614704077324
1,Boreal Shield East,Newfoundland,17,9.7887692852986,1.199554068705501,9.78408692673431,1.6571618604623521,6.595094932004654,44.232144774883345,105.80164679604538,1.9446832995517913,0.9747802227926292,0.31832561108368496,0.18385539670849638,0,0,17.61731542649851,8.830632919366185,14.808740310286469,0,7.828654957524399,1.3303307995549751,2.5230681364431877,0.7468302167013395,2.7279308206091883,0,2.4651776263327085,0.37968328180852295
1,Boreal Shield East,Newfoundland,18,9.797263410739541,1.2044675482924894,9.7305390435138,1.6423740508681177,6.548458550197966,44.22574608682456,105.83890851894779,1.954662985401566,0.9768685195027748,0.3199782091260162,0.18385860101272547,0,0,17.7503239385694,8.867265932796844,14.930733067516769,0,7.886238657811066,1.3374888348738896,2.5238584654251857,0.7488562679865982,2.7330744635932596,0,2.473615079508149,0.3811246809791112
1,Boreal Shield East,Newfoundland,19,9.808229440160268,1.2096008724897762,9.68555587914367,1.6301101098328767,6.502193313500273,44.219194484953086,105.87661966196782,1.9729806814637982,0.9799149097204342,0.3227831027435022,0.183943191409942,0,0,17.869257373305043,8.901546133086075,15.038027388355385,0,7.9371043256446665,1.3444564582063363,2.5157250259174866,0.7484860503791331,2.7300666392252086,0,2.4769298835807274,0.38211273943658414
1,Boreal Shield East,Newfoundland,20,9.824800326038739,1.2149333731899157,9.651452753215706,1.619819343736797,6.458363375647132,44.21239716724475,105.9141824910808,1.9881683294479857,0.9833047862139331,0.3246579213215325,0.18462537903971005,0,0,17.989320247484795,8.92706649563999,15.132671232652887,0,7.985232183870383,1.3496583851393995,2.5179178174313392,0.7502197151423073,2.7370490050672913,0,2.4844638242402466,0.38311874991152683
1,Boreal Shield East,Newfoundland,21,9.831313557376392,1.2194952397041425,9.584839191392588,1.6009874664154535,6.405727355904292,44.2053770615697,105.9515808128491,2.008444411952642,0.9888789836608878,0.3279771389588568,0.1854901144514134,0,0,18.146092241784373,8.9725937429865,15.265045243590409,0,8.052127997181294,1.3570600724913202,2.523872074900559,0.7531255149451902,2.746240817587408,0,2.497055340112703,0.38494313937575814
1,Boreal Shield East,Newfoundland,22,9.839848825821818,1.2244268603092092,9.51252073186548,1.580555006591691,6.350474917349248,44.19719113494323,105.98804833977418,2.032535623645326,0.9957159468120961,0.3312100954336852,0.1864670617851268,0,0,18.330582592649108,9.025357246752243,15.403298263811394,0,8.127412319985593,1.3651383764231515,2.5353320153169485,0.7574638387070044,2.7612729721660862,0,2.512546498908809,0.38700770768381737
