"","Ecozone","FluxID","Source","Sink","ProcessSynonym","Phase","CORefFluxID","Pseudocode","Notes","SeverityClass","Value","InterimValue","SourceSurfaceCanopy"
"1997","MC","62","Aboveground Fast DOM","CH4","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCH4+Root Fraction of pool*SmoulderingCH4)","","Low","0.007735","TRUE","Surface"
"1998","HP","62","Aboveground Fast DOM","CH4","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCH4+Root Fraction of pool*SmoulderingCH4)","","Low","0.00923","TRUE","Surface"
"1999","TC","62","Aboveground Fast DOM","CH4","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCH4+Root Fraction of pool*SmoulderingCH4)","","Low","0.00962","TRUE","Surface"
"2000","PM","62","Aboveground Fast DOM","CH4","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCH4+Root Fraction of pool*SmoulderingCH4)","","Low","0.01001","TRUE","Surface"
"2001","AM","62","Aboveground Fast DOM","CH4","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCH4+Root Fraction of pool*SmoulderingCH4)","","Low","0.010075","TRUE","Surface"
"2002","MP","62","Aboveground Fast DOM","CH4","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCH4+Root Fraction of pool*SmoulderingCH4)","","Low","0.010335","TRUE","Surface"
"2003","BSW","62","Aboveground Fast DOM","CH4","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCH4+Root Fraction of pool*SmoulderingCH4)","","Mod","0.009945","TRUE","Surface"
"2004","TP","62","Aboveground Fast DOM","CH4","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCH4+Root Fraction of pool*SmoulderingCH4)","","Mod","0.00923","TRUE","Surface"
"2005","TSW","62","Aboveground Fast DOM","CH4","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCH4+Root Fraction of pool*SmoulderingCH4)","","Mod","0.00832","TRUE","Surface"
"2006","BP","62","Aboveground Fast DOM","CH4","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCH4+Root Fraction of pool*SmoulderingCH4)","","Mod","0.009815","TRUE","Surface"
"2007","BC","62","Aboveground Fast DOM","CH4","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCH4+Root Fraction of pool*SmoulderingCH4)","","Mod","0.010075","TRUE","Surface"
"2008","BSE","62","Aboveground Fast DOM","CH4","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCH4+Root Fraction of pool*SmoulderingCH4)","","Mod","0.010725","TRUE","Surface"
"2009","TSE","62","Aboveground Fast DOM","CH4","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCH4+Root Fraction of pool*SmoulderingCH4)","","Mod","0.0104","TRUE","Surface"
"2010","MC","62","Aboveground Fast DOM","CH4","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCH4+Root Fraction of pool*SmoulderingCH4)","","Mod","0.008255","TRUE","Surface"
"2011","HP","62","Aboveground Fast DOM","CH4","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCH4+Root Fraction of pool*SmoulderingCH4)","","Mod","0.01001","TRUE","Surface"
"2012","TC","62","Aboveground Fast DOM","CH4","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCH4+Root Fraction of pool*SmoulderingCH4)","","Mod","0.01014","TRUE","Surface"
"2013","PM","62","Aboveground Fast DOM","CH4","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCH4+Root Fraction of pool*SmoulderingCH4)","","Mod","0.01053","TRUE","Surface"
"2014","AM","62","Aboveground Fast DOM","CH4","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCH4+Root Fraction of pool*SmoulderingCH4)","","Mod","0.010595","TRUE","Surface"
"2015","MP","62","Aboveground Fast DOM","CH4","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCH4+Root Fraction of pool*SmoulderingCH4)","","Mod","0.010855","TRUE","Surface"
"2016","BSW","62","Aboveground Fast DOM","CH4","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCH4+Root Fraction of pool*SmoulderingCH4)","","High","0.01014","TRUE","Surface"
"2017","TP","62","Aboveground Fast DOM","CH4","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCH4+Root Fraction of pool*SmoulderingCH4)","","High","0.010075","TRUE","Surface"
"2018","TSW","62","Aboveground Fast DOM","CH4","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCH4+Root Fraction of pool*SmoulderingCH4)","","High","0.008515","TRUE","Surface"
"2019","BP","62","Aboveground Fast DOM","CH4","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCH4+Root Fraction of pool*SmoulderingCH4)","","High","0.010075","TRUE","Surface"
"2020","BC","62","Aboveground Fast DOM","CH4","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCH4+Root Fraction of pool*SmoulderingCH4)","","High","0.010335","TRUE","Surface"
"2021","BSE","62","Aboveground Fast DOM","CH4","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCH4+Root Fraction of pool*SmoulderingCH4)","","High","0.01092","TRUE","Surface"
"2022","TSE","62","Aboveground Fast DOM","CH4","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCH4+Root Fraction of pool*SmoulderingCH4)","","High","0.010595","TRUE","Surface"
"2023","MC","62","Aboveground Fast DOM","CH4","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCH4+Root Fraction of pool*SmoulderingCH4)","","High","0.008515","TRUE","Surface"
"2024","HP","62","Aboveground Fast DOM","CH4","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCH4+Root Fraction of pool*SmoulderingCH4)","","High","0.010205","TRUE","Surface"
"2025","TC","62","Aboveground Fast DOM","CH4","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCH4+Root Fraction of pool*SmoulderingCH4)","","High","0.0104","TRUE","Surface"
"2026","PM","62","Aboveground Fast DOM","CH4","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCH4+Root Fraction of pool*SmoulderingCH4)","","High","0.01079","TRUE","Surface"
"2027","AM","62","Aboveground Fast DOM","CH4","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCH4+Root Fraction of pool*SmoulderingCH4)","","High","0.010855","TRUE","Surface"
"2028","MP","62","Aboveground Fast DOM","CH4","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCH4+Root Fraction of pool*SmoulderingCH4)","","High","0.011115","TRUE","Surface"
"2029","BSW","63","Aboveground Fast DOM","CO","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO+Root Fraction of pool*SmoulderingCO)","","Low","0.113505","TRUE","Surface"
"2030","TP","63","Aboveground Fast DOM","CO","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO+Root Fraction of pool*SmoulderingCO)","","Low","0.11592","TRUE","Surface"
"2031","TSW","63","Aboveground Fast DOM","CO","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO+Root Fraction of pool*SmoulderingCO)","","Low","0.09338","TRUE","Surface"
"2032","BP","63","Aboveground Fast DOM","CO","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO+Root Fraction of pool*SmoulderingCO)","","Low","0.115115","TRUE","Surface"
"2033","BC","63","Aboveground Fast DOM","CO","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO+Root Fraction of pool*SmoulderingCO)","","Low","0.118335","TRUE","Surface"
"2034","BSE","63","Aboveground Fast DOM","CO","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO+Root Fraction of pool*SmoulderingCO)","","Low","0.123165","TRUE","Surface"
"2035","TSE","63","Aboveground Fast DOM","CO","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO+Root Fraction of pool*SmoulderingCO)","","Low","0.11914","TRUE","Surface"
"2036","MC","63","Aboveground Fast DOM","CO","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO+Root Fraction of pool*SmoulderingCO)","","Low","0.095795","TRUE","Surface"
"2037","HP","63","Aboveground Fast DOM","CO","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO+Root Fraction of pool*SmoulderingCO)","","Low","0.11431","TRUE","Surface"
"2038","TC","63","Aboveground Fast DOM","CO","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO+Root Fraction of pool*SmoulderingCO)","","Low","0.11914","TRUE","Surface"
"2039","PM","63","Aboveground Fast DOM","CO","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO+Root Fraction of pool*SmoulderingCO)","","Low","0.12397","TRUE","Surface"
"2040","AM","63","Aboveground Fast DOM","CO","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO+Root Fraction of pool*SmoulderingCO)","","Low","0.124775","TRUE","Surface"
"2041","MP","63","Aboveground Fast DOM","CO","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO+Root Fraction of pool*SmoulderingCO)","","Low","0.127995","TRUE","Surface"
"2042","BSW","63","Aboveground Fast DOM","CO","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO+Root Fraction of pool*SmoulderingCO)","","Mod","0.123165","TRUE","Surface"
"2043","TP","63","Aboveground Fast DOM","CO","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO+Root Fraction of pool*SmoulderingCO)","","Mod","0.11431","TRUE","Surface"
"2044","TSW","63","Aboveground Fast DOM","CO","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO+Root Fraction of pool*SmoulderingCO)","","Mod","0.10304","TRUE","Surface"
"2045","BP","63","Aboveground Fast DOM","CO","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO+Root Fraction of pool*SmoulderingCO)","","Mod","0.121555","TRUE","Surface"
"2046","BC","63","Aboveground Fast DOM","CO","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO+Root Fraction of pool*SmoulderingCO)","","Mod","0.124775","TRUE","Surface"
"2047","BSE","63","Aboveground Fast DOM","CO","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO+Root Fraction of pool*SmoulderingCO)","","Mod","0.132825","TRUE","Surface"
"2048","TSE","63","Aboveground Fast DOM","CO","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO+Root Fraction of pool*SmoulderingCO)","","Mod","0.1288","TRUE","Surface"
"2049","MC","63","Aboveground Fast DOM","CO","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO+Root Fraction of pool*SmoulderingCO)","","Mod","0.102235","TRUE","Surface"
"2050","HP","63","Aboveground Fast DOM","CO","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO+Root Fraction of pool*SmoulderingCO)","","Mod","0.12397","TRUE","Surface"
"2051","TC","63","Aboveground Fast DOM","CO","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO+Root Fraction of pool*SmoulderingCO)","","Mod","0.12558","TRUE","Surface"
"2052","PM","63","Aboveground Fast DOM","CO","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO+Root Fraction of pool*SmoulderingCO)","","Mod","0.13041","TRUE","Surface"
"2053","AM","63","Aboveground Fast DOM","CO","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO+Root Fraction of pool*SmoulderingCO)","","Mod","0.131215","TRUE","Surface"
"2054","MP","63","Aboveground Fast DOM","CO","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO+Root Fraction of pool*SmoulderingCO)","","Mod","0.134435","TRUE","Surface"
"2055","BSW","63","Aboveground Fast DOM","CO","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO+Root Fraction of pool*SmoulderingCO)","","High","0.12558","TRUE","Surface"
"2056","TP","63","Aboveground Fast DOM","CO","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO+Root Fraction of pool*SmoulderingCO)","","High","0.124775","TRUE","Surface"
"2057","TSW","63","Aboveground Fast DOM","CO","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO+Root Fraction of pool*SmoulderingCO)","","High","0.105455","TRUE","Surface"
"2058","BP","63","Aboveground Fast DOM","CO","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO+Root Fraction of pool*SmoulderingCO)","","High","0.124775","TRUE","Surface"
"2059","BC","63","Aboveground Fast DOM","CO","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO+Root Fraction of pool*SmoulderingCO)","","High","0.127995","TRUE","Surface"
"2060","BSE","63","Aboveground Fast DOM","CO","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO+Root Fraction of pool*SmoulderingCO)","","High","0.13524","TRUE","Surface"
"2061","TSE","63","Aboveground Fast DOM","CO","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO+Root Fraction of pool*SmoulderingCO)","","High","0.131215","TRUE","Surface"
"2062","MC","63","Aboveground Fast DOM","CO","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO+Root Fraction of pool*SmoulderingCO)","","High","0.105455","TRUE","Surface"
"2063","HP","63","Aboveground Fast DOM","CO","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO+Root Fraction of pool*SmoulderingCO)","","High","0.126385","TRUE","Surface"
"2064","TC","63","Aboveground Fast DOM","CO","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO+Root Fraction of pool*SmoulderingCO)","","High","0.1288","TRUE","Surface"
"2065","PM","63","Aboveground Fast DOM","CO","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO+Root Fraction of pool*SmoulderingCO)","","High","0.13363","TRUE","Surface"
"2066","AM","63","Aboveground Fast DOM","CO","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO+Root Fraction of pool*SmoulderingCO)","","High","0.134435","TRUE","Surface"
"2067","MP","63","Aboveground Fast DOM","CO","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO+Root Fraction of pool*SmoulderingCO)","","High","0.137655","TRUE","Surface"
"2068","BSW","64","Belowground Fast DOM","Belowground Fast DOM","Uncombusted fraction of Dead coarse roots in the mineral soil, approximately ò5 diameter","","NA","~1","Is it the case that all the Fast DOM goes to fast soil C???","Low","1","TRUE","Surface"
"2069","TP","64","Belowground Fast DOM","Belowground Fast DOM","Uncombusted fraction of Dead coarse roots in the mineral soil, approximately ò5 diameter","","NA","~1","Is it the case that all the Fast DOM goes to fast soil C???","Low","1","TRUE","Surface"
"2070","TSW","64","Belowground Fast DOM","Belowground Fast DOM","Uncombusted fraction of Dead coarse roots in the mineral soil, approximately ò5 diameter","","NA","~1","Is it the case that all the Fast DOM goes to fast soil C???","Low","1","TRUE","Surface"
"2071","BP","64","Belowground Fast DOM","Belowground Fast DOM","Uncombusted fraction of Dead coarse roots in the mineral soil, approximately ò5 diameter","","NA","~1","Is it the case that all the Fast DOM goes to fast soil C???","Low","1","TRUE","Surface"
"2072","BC","64","Belowground Fast DOM","Belowground Fast DOM","Uncombusted fraction of Dead coarse roots in the mineral soil, approximately ò5 diameter","","NA","~1","Is it the case that all the Fast DOM goes to fast soil C???","Low","1","TRUE","Surface"
