"","Ecozone","FluxID","Source","Sink","ProcessSynonym","Phase","CORefFluxID","Pseudocode","Notes","SeverityClass","Value","InterimValue","SourceSurfaceCanopy"
"155","AM","4","Softwood Foliage","Softwood Foliage","Green fraction of canopy remaining intact after fire","","NA","IF([(1-Mortality)-CFB]<0,0,[(1-Mortality)-CFB])","Ellen provides","High","0","TRUE","Canopy"
"156","MP","4","Softwood Foliage","Softwood Foliage","Green fraction of canopy remaining intact after fire","","NA","IF([(1-Mortality)-CFB]<0,0,[(1-Mortality)-CFB])","Ellen provides","High","0","TRUE","Canopy"
"157","BSW","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","Low","0.45","TRUE","Canopy"
"158","TP","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","Low","0.45","TRUE","Canopy"
"159","TSW","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","Low","0","TRUE","Canopy"
"160","BP","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","Low","0.45","TRUE","Canopy"
"161","BC","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","Low","0.24","TRUE","Canopy"
"162","BSE","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","Low","0.45","TRUE","Canopy"
"163","TSE","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","Low","0","TRUE","Canopy"
"164","MC","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","Low","0.28","TRUE","Canopy"
"165","HP","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","Low","0.45","TRUE","Canopy"
"166","TC","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","Low","0.24","TRUE","Canopy"
"167","PM","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","Low","0.13","TRUE","Canopy"
"168","AM","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","Low","0.28","TRUE","Canopy"
"169","MP","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","Low","0.28","TRUE","Canopy"
"170","BSW","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","Mod","0","TRUE","Canopy"
"171","TP","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","Mod","0","TRUE","Canopy"
"172","TSW","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","Mod","0","TRUE","Canopy"
"173","BP","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","Mod","0","TRUE","Canopy"
"174","BC","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","Mod","0","TRUE","Canopy"
"175","BSE","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","Mod","0","TRUE","Canopy"
"176","TSE","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","Mod","0","TRUE","Canopy"
"177","MC","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","Mod","0","TRUE","Canopy"
"178","HP","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","Mod","0","TRUE","Canopy"
"179","TC","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","Mod","0","TRUE","Canopy"
"180","PM","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","Mod","0","TRUE","Canopy"
"181","AM","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","Mod","0","TRUE","Canopy"
"182","MP","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","Mod","0","TRUE","Canopy"
"183","BSW","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","High","0","TRUE","Canopy"
"184","TP","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","High","0","TRUE","Canopy"
"185","TSW","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","High","0","TRUE","Canopy"
"186","BP","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","High","0","TRUE","Canopy"
"187","BC","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","High","0","TRUE","Canopy"
"188","BSE","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","High","0","TRUE","Canopy"
"189","TSE","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","High","0","TRUE","Canopy"
"190","MC","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","High","0","TRUE","Canopy"
"191","HP","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","High","0","TRUE","Canopy"
"192","TC","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","High","0","TRUE","Canopy"
"193","PM","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","High","0","TRUE","Canopy"
"194","AM","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","High","0","TRUE","Canopy"
"195","MP","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","High","0","TRUE","Canopy"
"196","BSW","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","Low","0","TRUE","Canopy"
"197","TP","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","Low","0","TRUE","Canopy"
"198","TSW","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","Low","0.0868","TRUE","Canopy"
"199","BP","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","Low","0","TRUE","Canopy"
"200","BC","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","Low","0","TRUE","Canopy"
"201","BSE","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","Low","0","TRUE","Canopy"
"202","TSE","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","Low","0.0868","TRUE","Canopy"
"203","MC","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","Low","0","TRUE","Canopy"
"204","HP","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","Low","0","TRUE","Canopy"
"205","TC","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","Low","0","TRUE","Canopy"
"206","PM","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","Low","0","TRUE","Canopy"
"207","AM","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","Low","0","TRUE","Canopy"
"208","MP","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","Low","0","TRUE","Canopy"
"209","BSW","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","Mod","0.70308","TRUE","Canopy"
"210","TP","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","Mod","0.70308","TRUE","Canopy"
"211","TSW","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","Mod","0.70308","TRUE","Canopy"
"212","BP","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","Mod","0.70308","TRUE","Canopy"
"213","BC","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","Mod","0.5642","TRUE","Canopy"
"214","BSE","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","Mod","0.70308","TRUE","Canopy"
"215","TSE","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","Mod","0.70308","TRUE","Canopy"
"216","MC","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","Mod","0.64232","TRUE","Canopy"
"217","HP","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","Mod","0.70308","TRUE","Canopy"
"218","TC","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","Mod","0.5642","TRUE","Canopy"
"219","PM","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","Mod","0.32984","TRUE","Canopy"
"220","AM","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","Mod","0.29512","TRUE","Canopy"
"221","MP","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","Mod","0.29512","TRUE","Canopy"
"222","BSW","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","High","0.868","TRUE","Canopy"
"223","TP","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","High","0.868","TRUE","Canopy"
"224","TSW","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","High","0.868","TRUE","Canopy"
"225","BP","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","High","0.868","TRUE","Canopy"
"226","BC","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","High","0.868","TRUE","Canopy"
"227","BSE","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","High","0.868","TRUE","Canopy"
"228","TSE","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","High","0.868","TRUE","Canopy"
"229","MC","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","High","0.868","TRUE","Canopy"
"230","HP","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","High","0.868","TRUE","Canopy"
"231","TC","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","High","0.868","TRUE","Canopy"
"232","PM","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","High","0.868","TRUE","Canopy"
"233","AM","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","High","0.868","TRUE","Canopy"
"234","MP","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","High","0.868","TRUE","Canopy"
"235","BSW","7","Softwood Foliage","CH4","Crown Fraction Burned","","NA","CFB*FlamingCH4","Ellen provides","Low","0","TRUE","Canopy"
"236","TP","7","Softwood Foliage","CH4","Crown Fraction Burned","","NA","CFB*FlamingCH4","Ellen provides","Low","0","TRUE","Canopy"
"237","TSW","7","Softwood Foliage","CH4","Crown Fraction Burned","","NA","CFB*FlamingCH4","Ellen provides","Low","5e-04","TRUE","Canopy"
"238","BP","7","Softwood Foliage","CH4","Crown Fraction Burned","","NA","CFB*FlamingCH4","Ellen provides","Low","0","TRUE","Canopy"
"239","BC","7","Softwood Foliage","CH4","Crown Fraction Burned","","NA","CFB*FlamingCH4","Ellen provides","Low","0","TRUE","Canopy"
"240","BSE","7","Softwood Foliage","CH4","Crown Fraction Burned","","NA","CFB*FlamingCH4","Ellen provides","Low","0","TRUE","Canopy"
"241","TSE","7","Softwood Foliage","CH4","Crown Fraction Burned","","NA","CFB*FlamingCH4","Ellen provides","Low","5e-04","TRUE","Canopy"
"242","MC","7","Softwood Foliage","CH4","Crown Fraction Burned","","NA","CFB*FlamingCH4","Ellen provides","Low","0","TRUE","Canopy"
"243","HP","7","Softwood Foliage","CH4","Crown Fraction Burned","","NA","CFB*FlamingCH4","Ellen provides","Low","0","TRUE","Canopy"
"244","TC","7","Softwood Foliage","CH4","Crown Fraction Burned","","NA","CFB*FlamingCH4","Ellen provides","Low","0","TRUE","Canopy"
"245","PM","7","Softwood Foliage","CH4","Crown Fraction Burned","","NA","CFB*FlamingCH4","Ellen provides","Low","0","TRUE","Canopy"
"246","AM","7","Softwood Foliage","CH4","Crown Fraction Burned","","NA","CFB*FlamingCH4","Ellen provides","Low","0","TRUE","Canopy"
"247","MP","7","Softwood Foliage","CH4","Crown Fraction Burned","","NA","CFB*FlamingCH4","Ellen provides","Low","0","TRUE","Canopy"
"248","BSW","7","Softwood Foliage","CH4","Crown Fraction Burned","","NA","CFB*FlamingCH4","Ellen provides","Mod","0.00405","TRUE","Canopy"
