"","Ecozone","FluxID","Source","Sink","ProcessSynonym","Phase","CORefFluxID","Pseudocode","Notes","SeverityClass","Value","InterimValue","SourceSurfaceCanopy"
"3158","TP","98","Black Carbon","CO2","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO2","","High","NA","TRUE","Surface"
"3159","TSW","98","Black Carbon","CO2","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO2","","High","NA","TRUE","Surface"
"3160","BP","98","Black Carbon","CO2","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO2","","High","NA","TRUE","Surface"
"3161","BC","98","Black Carbon","CO2","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO2","","High","NA","TRUE","Surface"
"3162","BSE","98","Black Carbon","CO2","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO2","","High","NA","TRUE","Surface"
"3163","TSE","98","Black Carbon","CO2","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO2","","High","NA","TRUE","Surface"
"3164","MC","98","Black Carbon","CO2","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO2","","High","NA","TRUE","Surface"
"3165","HP","98","Black Carbon","CO2","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO2","","High","NA","TRUE","Surface"
"3166","TC","98","Black Carbon","CO2","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO2","","High","NA","TRUE","Surface"
"3167","PM","98","Black Carbon","CO2","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO2","","High","NA","TRUE","Surface"
"3168","AM","98","Black Carbon","CO2","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO2","","High","NA","TRUE","Surface"
"3169","BSW","99","Black Carbon","CH4","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCH4","","Low","NA","TRUE","Surface"
"3170","TP","99","Black Carbon","CH4","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCH4","","Low","NA","TRUE","Surface"
"3171","TSW","99","Black Carbon","CH4","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCH4","","Low","NA","TRUE","Surface"
"3172","BP","99","Black Carbon","CH4","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCH4","","Low","NA","TRUE","Surface"
"3173","BC","99","Black Carbon","CH4","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCH4","","Low","NA","TRUE","Surface"
"3174","BSE","99","Black Carbon","CH4","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCH4","","Low","NA","TRUE","Surface"
"3175","TSE","99","Black Carbon","CH4","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCH4","","Low","NA","TRUE","Surface"
"3176","MC","99","Black Carbon","CH4","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCH4","","Low","NA","TRUE","Surface"
"3177","HP","99","Black Carbon","CH4","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCH4","","Low","NA","TRUE","Surface"
"3178","TC","99","Black Carbon","CH4","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCH4","","Low","NA","TRUE","Surface"
"3179","PM","99","Black Carbon","CH4","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCH4","","Low","NA","TRUE","Surface"
"3180","AM","99","Black Carbon","CH4","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCH4","","Low","NA","TRUE","Surface"
"3181","BSW","99","Black Carbon","CH4","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCH4","","Mod","NA","TRUE","Surface"
"3182","TP","99","Black Carbon","CH4","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCH4","","Mod","NA","TRUE","Surface"
"3183","TSW","99","Black Carbon","CH4","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCH4","","Mod","NA","TRUE","Surface"
"3184","BP","99","Black Carbon","CH4","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCH4","","Mod","NA","TRUE","Surface"
"3185","BC","99","Black Carbon","CH4","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCH4","","Mod","NA","TRUE","Surface"
"3186","BSE","99","Black Carbon","CH4","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCH4","","Mod","NA","TRUE","Surface"
"3187","TSE","99","Black Carbon","CH4","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCH4","","Mod","NA","TRUE","Surface"
"3188","MC","99","Black Carbon","CH4","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCH4","","Mod","NA","TRUE","Surface"
"3189","HP","99","Black Carbon","CH4","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCH4","","Mod","NA","TRUE","Surface"
"3190","TC","99","Black Carbon","CH4","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCH4","","Mod","NA","TRUE","Surface"
"3191","PM","99","Black Carbon","CH4","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCH4","","Mod","NA","TRUE","Surface"
"3192","AM","99","Black Carbon","CH4","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCH4","","Mod","NA","TRUE","Surface"
"3193","BSW","99","Black Carbon","CH4","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCH4","","High","NA","TRUE","Surface"
"3194","TP","99","Black Carbon","CH4","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCH4","","High","NA","TRUE","Surface"
"3195","TSW","99","Black Carbon","CH4","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCH4","","High","NA","TRUE","Surface"
"3196","BP","99","Black Carbon","CH4","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCH4","","High","NA","TRUE","Surface"
"3197","BC","99","Black Carbon","CH4","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCH4","","High","NA","TRUE","Surface"
"3198","BSE","99","Black Carbon","CH4","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCH4","","High","NA","TRUE","Surface"
"3199","TSE","99","Black Carbon","CH4","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCH4","","High","NA","TRUE","Surface"
"3200","MC","99","Black Carbon","CH4","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCH4","","High","NA","TRUE","Surface"
"3201","HP","99","Black Carbon","CH4","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCH4","","High","NA","TRUE","Surface"
"3202","TC","99","Black Carbon","CH4","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCH4","","High","NA","TRUE","Surface"
"3203","PM","99","Black Carbon","CH4","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCH4","","High","NA","TRUE","Surface"
"3204","AM","99","Black Carbon","CH4","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCH4","","High","NA","TRUE","Surface"
"3205","BSW","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","Low","NA","TRUE","Surface"
"3206","TP","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","Low","NA","TRUE","Surface"
"3207","TSW","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","Low","NA","TRUE","Surface"
"3208","BP","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","Low","NA","TRUE","Surface"
"3209","BC","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","Low","NA","TRUE","Surface"
"3210","BSE","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","Low","NA","TRUE","Surface"
"3211","TSE","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","Low","NA","TRUE","Surface"
"3212","MC","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","Low","NA","TRUE","Surface"
"3213","HP","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","Low","NA","TRUE","Surface"
"3214","TC","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","Low","NA","TRUE","Surface"
"3215","PM","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","Low","NA","TRUE","Surface"
"3216","AM","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","Low","NA","TRUE","Surface"
"3217","BSW","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","Mod","NA","TRUE","Surface"
"3218","TP","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","Mod","NA","TRUE","Surface"
"3219","TSW","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","Mod","NA","TRUE","Surface"
"3220","BP","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","Mod","NA","TRUE","Surface"
"3221","BC","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","Mod","NA","TRUE","Surface"
"3222","BSE","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","Mod","NA","TRUE","Surface"
"3223","TSE","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","Mod","NA","TRUE","Surface"
"3224","MC","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","Mod","NA","TRUE","Surface"
"3225","HP","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","Mod","NA","TRUE","Surface"
"3226","TC","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","Mod","NA","TRUE","Surface"
"3227","PM","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","Mod","NA","TRUE","Surface"
"3228","AM","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","Mod","NA","TRUE","Surface"
"3229","BSW","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","High","NA","TRUE","Surface"
"3230","TP","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","High","NA","TRUE","Surface"
"3231","TSW","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","High","NA","TRUE","Surface"
"3232","BP","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","High","NA","TRUE","Surface"
"3233","BC","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","High","NA","TRUE","Surface"
"3234","BSE","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","High","NA","TRUE","Surface"
"3235","TSE","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","High","NA","TRUE","Surface"
"3236","MC","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","High","NA","TRUE","Surface"
"3237","HP","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","High","NA","TRUE","Surface"
"3238","TC","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","High","NA","TRUE","Surface"
"3239","PM","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","High","NA","TRUE","Surface"
"3240","AM","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","High","NA","TRUE","Surface"
"3241","BSW","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","Low","0","FALSE","Canopy"
"3242","TP","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","Low","0","FALSE","Canopy"
"3243","TSW","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","Low","0.0019","FALSE","Canopy"
"3244","BP","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","Low","0","FALSE","Canopy"
"3245","BC","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","Low","0","FALSE","Canopy"
"3246","BSE","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","Low","0","FALSE","Canopy"
"3247","TSE","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","Low","0.0019","FALSE","Canopy"
"3248","MC","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","Low","0","FALSE","Canopy"
"3249","HP","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","Low","0","FALSE","Canopy"
"3250","TC","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","Low","0","FALSE","Canopy"
"3251","PM","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","Low","0","FALSE","Canopy"
"3252","AM","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","Low","0","FALSE","Canopy"
"3253","BSW","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","Mod","0.01539","FALSE","Canopy"
"3254","TP","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","Mod","0.01539","FALSE","Canopy"
"3255","TSW","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","Mod","0.01539","FALSE","Canopy"
"3256","BP","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","Mod","0.01539","FALSE","Canopy"
"3257","BC","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","Mod","0.01235","FALSE","Canopy"
"3258","BSE","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","Mod","0.01539","FALSE","Canopy"
"3259","TSE","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","Mod","0.01539","FALSE","Canopy"
"3260","MC","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","Mod","0.01406","FALSE","Canopy"
"3261","HP","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","Mod","0.01539","FALSE","Canopy"
"3262","TC","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","Mod","0.01235","FALSE","Canopy"
"3263","PM","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","Mod","0.00722","FALSE","Canopy"
"3264","AM","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","Mod","0.00646","FALSE","Canopy"
"3265","BSW","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","High","0.019","FALSE","Canopy"
"3266","TP","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","High","0.019","FALSE","Canopy"
"3267","TSW","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","High","0.019","FALSE","Canopy"
"3268","BP","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","High","0.019","FALSE","Canopy"
"3269","BC","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","High","0.019","FALSE","Canopy"
"3270","BSE","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","High","0.019","FALSE","Canopy"
"3271","TSE","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","High","0.019","FALSE","Canopy"
"3272","MC","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","High","0.019","FALSE","Canopy"
"3273","HP","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","High","0.019","FALSE","Canopy"
"3274","TC","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","High","0.019","FALSE","Canopy"
"3275","PM","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","High","0.019","FALSE","Canopy"
"3276","AM","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","High","0.019","FALSE","Canopy"
"3277","BSW","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","Low","0.0028861","FALSE","Canopy"
"3278","TP","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","Low","0.0028766","FALSE","Canopy"
"3279","TSW","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","Low","0.0042332","FALSE","Canopy"
"3280","BP","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","Low","0.0025707","FALSE","Canopy"
"3281","BC","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","Low","0.00265354","FALSE","Canopy"
"3282","BSE","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","Low","0.0018373","FALSE","Canopy"
"3283","TSE","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","Low","0.00266","FALSE","Canopy"
"3284","MC","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","Low","0.00372818","FALSE","Canopy"
"3285","HP","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","Low","0.0027113","FALSE","Canopy"
"3286","TC","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","Low","0.00265354","FALSE","Canopy"
"3287","PM","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","Low","0.00218918","FALSE","Canopy"
"3288","AM","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","Low","0.00254828","FALSE","Canopy"
"3289","BSW","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","Mod","0.00266266","FALSE","Canopy"
"3290","TP","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","Mod","0.00318516","FALSE","Canopy"
"3291","TSW","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","Mod","0.00423586","FALSE","Canopy"
"3292","BP","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","Mod","0.00249926","FALSE","Canopy"
"3293","BC","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","Mod","0.0026144","FALSE","Canopy"
"3294","BSE","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","Mod","0.00161386","FALSE","Canopy"
"3295","TSE","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","Mod","0.00266266","FALSE","Canopy"
"3296","MC","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","Mod","0.00372134","FALSE","Canopy"
"3297","HP","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","Mod","0.00248786","FALSE","Canopy"
"3298","TC","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","Mod","0.0026144","FALSE","Canopy"
"3299","PM","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","Mod","0.00204668","FALSE","Canopy"
"3300","AM","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","Mod","0.00228304","FALSE","Canopy"
"3301","BSW","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","High","0.0026714","FALSE","Canopy"
"3302","TP","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","High","0.0028139","FALSE","Canopy"
"3303","TSW","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","High","0.0042446","FALSE","Canopy"
"3304","BP","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","High","0.00247","FALSE","Canopy"
"3305","BC","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","High","0.00267558","FALSE","Canopy"
"3306","BSE","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","High","0.0016226","FALSE","Canopy"
"3307","TSE","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","High","0.0026714","FALSE","Canopy"
"3308","MC","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","High","0.00372438","FALSE","Canopy"
"3309","HP","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","High","0.0024966","FALSE","Canopy"
"3310","TC","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","High","0.00267558","FALSE","Canopy"
"3311","PM","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","High","0.00227582","FALSE","Canopy"
"3312","AM","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","High","0.0025251","FALSE","Canopy"
"3313","BSW","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","Low","0.0084","FALSE","Surface"
"3314","TP","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","Low","0.0094","FALSE","Surface"
"3315","TSW","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","Low","0.0156","FALSE","Surface"
"3316","BP","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","Low","0.008","FALSE","Surface"
"3317","BC","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","Low","0.009","FALSE","Surface"
"3318","BSE","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","Low","0.0036","FALSE","Surface"
"3319","TSE","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","Low","0.0084","FALSE","Surface"
"3320","MC","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","Low","0.0138","FALSE","Surface"
"3321","HP","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","Low","0.0076","FALSE","Surface"
"3322","TC","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","Low","0.009","FALSE","Surface"
"3323","PM","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","Low","0.0072","FALSE","Surface"
"3324","AM","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","Low","0.0084","FALSE","Surface"
"3325","BSW","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","Mod","0.0084","FALSE","Surface"
"3326","TP","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","Mod","0.0094","FALSE","Surface"
"3327","TSW","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","Mod","0.0156","FALSE","Surface"
"3328","BP","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","Mod","0.008","FALSE","Surface"
