"","Ecozone","FluxID","Source","Sink","ProcessSynonym","Phase","CORefFluxID","Pseudocode","Notes","SeverityClass","Value","InterimValue","SourceSurfaceCanopy"
"1796","MC","60","Aboveground Fast DOM","Aboveground Fast DOM","Uncombusted Fine and small woody debris plus dead coarse roots in the forest floor, approximately <75 mm diameter","","NA","1-[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]","***Needs renaming, logic good ***Assume all woody fine+small woody debris is combusted, but only fractional combustion of dead coarse roots alongside duff","High","0.355","TRUE","Surface"
"1797","HP","60","Aboveground Fast DOM","Aboveground Fast DOM","Uncombusted Fine and small woody debris plus dead coarse roots in the forest floor, approximately <75 mm diameter","","NA","1-[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]","***Needs renaming, logic good ***Assume all woody fine+small woody debris is combusted, but only fractional combustion of dead coarse roots alongside duff","High","0.215","TRUE","Surface"
"1798","TC","60","Aboveground Fast DOM","Aboveground Fast DOM","Uncombusted Fine and small woody debris plus dead coarse roots in the forest floor, approximately <75 mm diameter","","NA","1-[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]","***Needs renaming, logic good ***Assume all woody fine+small woody debris is combusted, but only fractional combustion of dead coarse roots alongside duff","High","0.235","TRUE","Surface"
"1799","PM","60","Aboveground Fast DOM","Aboveground Fast DOM","Uncombusted Fine and small woody debris plus dead coarse roots in the forest floor, approximately <75 mm diameter","","NA","1-[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]","***Needs renaming, logic good ***Assume all woody fine+small woody debris is combusted, but only fractional combustion of dead coarse roots alongside duff","High","0.19","TRUE","Surface"
"1800","AM","60","Aboveground Fast DOM","Aboveground Fast DOM","Uncombusted Fine and small woody debris plus dead coarse roots in the forest floor, approximately <75 mm diameter","","NA","1-[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]","***Needs renaming, logic good ***Assume all woody fine+small woody debris is combusted, but only fractional combustion of dead coarse roots alongside duff","High","0.22","TRUE","Surface"
"1801","BSW","61","Aboveground Fast DOM","CO2","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO2+Root Fraction of pool*SmoulderingCO2)","","Low","0.48507","TRUE","Surface"
"1802","TP","61","Aboveground Fast DOM","CO2","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO2+Root Fraction of pool*SmoulderingCO2)","","Low","0.488585","TRUE","Surface"
"1803","TSW","61","Aboveground Fast DOM","CO2","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO2+Root Fraction of pool*SmoulderingCO2)","","Low","0.35853","TRUE","Surface"
"1804","BP","61","Aboveground Fast DOM","CO2","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO2+Root Fraction of pool*SmoulderingCO2)","","Low","0.51319","TRUE","Surface"
"1805","BC","61","Aboveground Fast DOM","CO2","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO2+Root Fraction of pool*SmoulderingCO2)","","Low","0.495615","TRUE","Surface"
"1806","BSE","61","Aboveground Fast DOM","CO2","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO2+Root Fraction of pool*SmoulderingCO2)","","Low","0.56943","TRUE","Surface"
"1807","TSE","61","Aboveground Fast DOM","CO2","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO2+Root Fraction of pool*SmoulderingCO2)","","Low","0.48507","TRUE","Surface"
"1808","MC","61","Aboveground Fast DOM","CO2","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO2+Root Fraction of pool*SmoulderingCO2)","","Low","0.411255","TRUE","Surface"
"1809","HP","61","Aboveground Fast DOM","CO2","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO2+Root Fraction of pool*SmoulderingCO2)","","Low","0.49913","TRUE","Surface"
"1810","TC","61","Aboveground Fast DOM","CO2","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO2+Root Fraction of pool*SmoulderingCO2)","","Low","0.495615","TRUE","Surface"
"1811","PM","61","Aboveground Fast DOM","CO2","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO2+Root Fraction of pool*SmoulderingCO2)","","Low","0.52725","TRUE","Surface"
"1812","AM","61","Aboveground Fast DOM","CO2","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO2+Root Fraction of pool*SmoulderingCO2)","","Low","0.50616","TRUE","Surface"
"1813","BSW","61","Aboveground Fast DOM","CO2","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO2+Root Fraction of pool*SmoulderingCO2)","","Mod","0.52725","TRUE","Surface"
"1814","TP","61","Aboveground Fast DOM","CO2","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO2+Root Fraction of pool*SmoulderingCO2)","","Mod","0.481555","TRUE","Surface"
"1815","TSW","61","Aboveground Fast DOM","CO2","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO2+Root Fraction of pool*SmoulderingCO2)","","Mod","0.40071","TRUE","Surface"
"1816","BP","61","Aboveground Fast DOM","CO2","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO2+Root Fraction of pool*SmoulderingCO2)","","Mod","0.54131","TRUE","Surface"
"1817","BC","61","Aboveground Fast DOM","CO2","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO2+Root Fraction of pool*SmoulderingCO2)","","Mod","0.523735","TRUE","Surface"
"1818","BSE","61","Aboveground Fast DOM","CO2","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO2+Root Fraction of pool*SmoulderingCO2)","","Mod","0.61161","TRUE","Surface"
"1819","TSE","61","Aboveground Fast DOM","CO2","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO2+Root Fraction of pool*SmoulderingCO2)","","Mod","0.52725","TRUE","Surface"
"1820","MC","61","Aboveground Fast DOM","CO2","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO2+Root Fraction of pool*SmoulderingCO2)","","Mod","0.439375","TRUE","Surface"
"1821","HP","61","Aboveground Fast DOM","CO2","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO2+Root Fraction of pool*SmoulderingCO2)","","Mod","0.54131","TRUE","Surface"
"1822","TC","61","Aboveground Fast DOM","CO2","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO2+Root Fraction of pool*SmoulderingCO2)","","Mod","0.523735","TRUE","Surface"
"1823","PM","61","Aboveground Fast DOM","CO2","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO2+Root Fraction of pool*SmoulderingCO2)","","Mod","0.55537","TRUE","Surface"
"1824","AM","61","Aboveground Fast DOM","CO2","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO2+Root Fraction of pool*SmoulderingCO2)","","Mod","0.53428","TRUE","Surface"
"1825","BSW","61","Aboveground Fast DOM","CO2","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO2+Root Fraction of pool*SmoulderingCO2)","","High","0.537795","TRUE","Surface"
"1826","TP","61","Aboveground Fast DOM","CO2","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO2+Root Fraction of pool*SmoulderingCO2)","","High","0.52725","TRUE","Surface"
"1827","TSW","61","Aboveground Fast DOM","CO2","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO2+Root Fraction of pool*SmoulderingCO2)","","High","0.411255","TRUE","Surface"
"1828","BP","61","Aboveground Fast DOM","CO2","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO2+Root Fraction of pool*SmoulderingCO2)","","High","0.55537","TRUE","Surface"
"1829","BC","61","Aboveground Fast DOM","CO2","Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM)","","NA","[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO2+Root Fraction of pool*SmoulderingCO2)","","High","0.537795","TRUE","Surface"
